image_id,caption,num_tokens,avg_JS,avg_KL,token_JS_list,token_KL_list
COCO_val2014_000000000133,a bed with a wooden headboard and a wooden dresser ,15,0.19290844244637353,1.6374337707013964,"[0.3191708786383865, 0.1738483782166262, 0.17245598500846845, 0.16084426891523423, 0.16754452991785213, 0.17889229578583252, 0.19789554960452374, 0.19233678614825186, 0.17618634906540062, 0.17257636738575954, 0.1854996400820837, 0.17484344950041586, 0.2707339490618443, 0.16137917949820832, 0.18941902986671544]","[1.4038443075084688, 1.1522169473878843, 1.55090827706376, 1.2582463864645215, 1.2936207148720584, 1.671155370694065, 2.096150724812518, 1.933843728634559, 1.6253143292457253, 1.4708526562877053, 1.7715019492102182, 1.6881162306396877, 2.9772329649440334, 1.6291538802013381, 1.039348092554398]"
COCO_val2014_000000000164,"a kitchen with a stove, refrigerator, and a table ",14,0.24663698725084043,6.352577195346706,"[0.2738974558845393, 0.23327261396969165, 0.24772806688025018, 0.23539768186706544, 0.24351721810842533, 0.24909823332447295, 0.24489446437125384, 0.24311366858628827, 0.24156060531044746, 0.251836505933578, 0.2528211474469114, 0.2750810552094001, 0.24399586410696858, 0.21670324051247303]","[4.76386122158544, 5.9237491099390756, 6.654315572874961, 6.156060908161785, 6.3234956184110835, 6.75956297687359, 6.4179788622490905, 6.700700388960131, 6.392308761562477, 6.76272686096504, 6.690899995540368, 7.586474236542079, 6.792233705565253, 5.011712515623525]"
COCO_val2014_000000000192,a baseball player standing on top of a field ,12,0.4368074492905785,14.253778574560414,"[0.1614065972961022, 0.32335006069479044, 0.37022464225193835, 0.36982108506418504, 0.45702782804382486, 0.5791703575951868, 0.5291698510704839, 0.5941518914528712, 0.6123083299763359, 0.5346659325780425, 0.44822494176999217, 0.26216787369318895]","[5.031561140627399, 11.499129957198369, 12.926278213153424, 12.93311562457314, 15.216286830784568, 17.99590503896699, 16.8671888284046, 18.34394364243448, 18.784205885094188, 16.998154042092374, 15.037430553476565, 9.412143137918903]"
COCO_val2014_000000000196,a table topped with lots of different types of food ,13,0.3369193740997846,6.358474932352002,"[0.3906970301434369, 0.4000903768604968, 0.39312249306163116, 0.4086348222216447, 0.3032055982895634, 0.29389815170886574, 0.30088116191752157, 0.2828300166220432, 0.2913572471498225, 0.29698740555324976, 0.3735872741293683, 0.3620217770067425, 0.28263850863281387]","[3.226161760217361, 8.574460519409941, 8.782064503891169, 9.760971149956152, 5.170253565172908, 5.415837246053413, 5.38099393911932, 4.76738771473844, 5.595437656235633, 5.433858891802115, 8.602386341035507, 8.621351170763832, 3.329009662180244]"
COCO_val2014_000000000208,a toothbrush and a toy bear in a sink ,13,0.4114589117395291,12.088212906628463,"[0.42990206694599165, 0.33310539749823037, 0.31956455971301023, 0.37648775773374604, 0.3379398627133007, 0.3428446164909389, 0.3429061779419525, 0.4414027892962157, 0.5334809894305012, 0.5447582392179382, 0.5695019903202967, 0.4380517480629458, 0.3390196572488107]","[8.065684413813297, 9.316774223447235, 9.783446899871208, 12.258567749384119, 10.6034217906056, 10.809297953163505, 10.877333458068012, 14.051666074347452, 15.911441620759462, 16.134148671962777, 16.624918203745402, 14.009729797762144, 8.70033692923981]"
COCO_val2014_000000000257,people are standing around a bus ,9,0.3473395142527335,8.086192919113083,"[0.44482623476793737, 0.31383222353359497, 0.31369415666387945, 0.34065530594897564, 0.32834714586778135, 0.3301928069457501, 0.37853255269747804, 0.3164828690837808, 0.35949233276542414]","[5.298947737746671, 8.718730112311837, 8.578586952707067, 8.186910656916655, 8.11252358475412, 8.161224095360915, 8.59825594285583, 8.215179337223674, 8.905377852140987]"
COCO_val2014_000000000387,a laptop computer with a screen on it ,11,0.46552948071230776,14.58981037052749,"[0.42593980138278725, 0.43303634787659523, 0.45715109342305693, 0.48242145313628404, 0.4304925170915921, 0.44937917149542367, 0.4505126729774672, 0.5876828168606545, 0.5234929270971102, 0.4676352209134915, 0.4130802655809233]","[9.277539385523603, 13.087936204584045, 14.734955054050806, 15.83699464964155, 13.777505696435835, 14.485495372217445, 14.700769064059505, 19.700250263069798, 17.502718362370334, 15.66768510579171, 11.71606491805774]"
COCO_val2014_000000000397,a pizza with cheese and tomatoes on a table ,12,0.2994562681746981,5.759484056896068,"[0.27276930155072143, 0.24167788347812785, 0.2669998044661064, 0.21148958275024715, 0.22954493434278606, 0.21526040571947286, 0.30575660976676133, 0.39563082642135006, 0.4708579029805107, 0.489782348462584, 0.2702237923948256, 0.22348182576288367]","[2.189192259519553, 3.4558677784586793, 5.344252925269696, 3.407970112779423, 4.424449533557887, 3.771799267061062, 6.82276741124508, 9.08393969157404, 11.0343339676301, 11.173395607006357, 5.778825888415137, 2.6270142402357908]"
COCO_val2014_000000000520,a flock of birds flying over a body of water ,13,0.2985319435923452,6.6952880764730685,"[0.4676399460672883, 0.24018715861861523, 0.21446008243871328, 0.23061381174851592, 0.2350729833460474, 0.262512540577662, 0.30948295669826376, 0.3485952683118556, 0.34450028289379575, 0.36503450711745766, 0.3327059830712243, 0.2609851162427558, 0.2691246295682922]","[8.409033363986131, 5.9685515332103325, 6.769995840404655, 7.826904684107925, 5.806442241071795, 5.548274085684693, 5.853173217894021, 6.0308950118000135, 6.828899916677872, 7.184276933763463, 6.21639043568395, 5.946868495368204, 8.649039234496836]"
COCO_val2014_000000000569,a man flying a kite on a sidewalk ,12,0.4201739456687608,9.275813529299482,"[0.45615837224693256, 0.45061974745366584, 0.39130828711199794, 0.3823161501643434, 0.41649237624979263, 0.37602932252235227, 0.3634438436051719, 0.46471619604185876, 0.478161727276759, 0.468162106266518, 0.34653979635416093, 0.44813942273157675]","[5.33745161306024, 8.108373469751205, 8.82752876933984, 8.911741656452573, 9.061790231693347, 8.622539848774302, 10.272563460334826, 11.40107381413031, 11.573895923405686, 11.446691897625275, 10.019501641373697, 7.726610025652494]"
COCO_val2014_000000000589,a man standing in the grass with a frisbee ,14,0.5255219619111331,17.150757659054374,"[0.3308751204389524, 0.42911235165522243, 0.4888231743100231, 0.5861915489443649, 0.6532295725959893, 0.6569460060159162, 0.5982251199296109, 0.5273529179653542, 0.5229826097656077, 0.4898285826146418, 0.5038580743761437, 0.6111235193459507, 0.5540286016440008, 0.4047302671540855]","[8.156600135295704, 14.779685957405139, 16.54768929834497, 19.090922921074927, 21.0060247737795, 21.043490310483975, 19.438331959214366, 17.42589514889581, 17.28952965706618, 16.59101735689054, 16.93770816527048, 19.66407421356115, 18.239910682419744, 13.899726647058811]"
COCO_val2014_000000000675,a black and white cat standing on a bed next to a cup ,16,0.5426408666666561,15.272871014198017,"[0.5071639249870787, 0.4974007869836994, 0.4963646630909715, 0.4783401711729087, 0.496427908944204, 0.4737066377347951, 0.5279871687175324, 0.6178397370699447, 0.6195590642003999, 0.5928732598782955, 0.5932008939593275, 0.5940933255279377, 0.5921062473510447, 0.5931114527496126, 0.508340274621528, 0.49373834967721797]","[10.615439481153288, 12.351495474744949, 12.295144848110095, 12.670718781188882, 12.389766096700498, 13.964482860738581, 16.25972846537077, 18.335793250238098, 18.26892123901323, 17.749832378197233, 17.823979679940187, 17.76368864380789, 17.605757822516697, 17.87166028910775, 16.12599877427775, 12.273528142062382]"
COCO_val2014_000000000692,a woman holding a baby in a bathroom ,11,0.4161656226935521,12.200005091882945,"[0.3023602644802904, 0.30219000849287236, 0.354142332742838, 0.362818359203561, 0.33248854417725515, 0.39041491285305363, 0.562887976888119, 0.6260254320718155, 0.5979290932599186, 0.4538963795546668, 0.2926685459046823]","[2.0546858580288636, 7.1787962931214375, 10.807653529116173, 11.413805961599682, 9.54261390426259, 12.689125632325243, 18.730115148319364, 20.563088342441176, 19.84469910252494, 15.297653066393368, 6.077819172579558]"
